address,city,country,cuisines,features,id_outlet,lat,lon,menu,name,opening_hours,phone,postal_code,price_level,price_range,rating,region,reviews_nr,special_diets,street,tags,url,website
"No.15 Queen's Road Central | 7/F, The Landmark Mandarin Oriental, Hong Kong, China",,China,Contemporary,"Reservations, Private Dining, Seating, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Wine and Beer, Digital Payments",https://www.tripadvisor.com/Restaurant_Review-g294217-d939504-Reviews-Amber-Hong_Kong.html,,,https://www.mandarinoriental.com/hong-kong/the-landmark/fine-dining/restaurants/contemporary-cuisine/amber/menu,Amber,"Sun - Sat
12:00 PM - 2:00 PM
6:00 PM - 9:00 PM",+852 2132-0066,,$$$$,,4.5,,1025.0,,"No.15 Queen's Road Central 7/F, The Landmark Mandarin Oriental",All reviews ; degustation menu ; amuse bouche ; caviar ; wagyu beef ; cuttlefish ; sorbet ; lobster ; wine pairing ; richard ekkebus ; the landmark mandarin oriental ; fine dining ; service was impeccable ; star michelin restaurant ; special occasion ; restaurant in hong kong ; dining experience ; set menu ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d939504-Reviews-Amber-Hong_Kong.html,https://Hwww.mandarinoriental.com/hong-kong/the-landmark/fine-dining/restaurants/contemporary-cuisine/amber?htl=LMHKAG0&kw=LMHKAG|_amber&eng=yexrt&src=local&utm_source=tripadvisori&utm_medium=referral
"3/F, Grand Progress Building, No.15-16 Lan Kwai Fong, Central, Hong Kong, China",,China,"Steakhouse, Brazilian, Barbecue, South American",,https://www.tripadvisor.com/Restaurant_Review-g294217-d7808139-Reviews-Braza_Churrascaria_Brazilian_Steakhouse-Hong_Kong.html,,,,Braza Churrascaria Brazilian Steakhouse,"Sun - Thu
6:00 PM - 10:30 PM
Sun - Sat
12:00 PM - 3:00 PM
Fri - Sat
6:00 PM - 11:00 PM",+852 2890 9268,,$$ - $$$,,4.5,,1023.0,,"3/F, Grand Progress Building, No.15-16 Lan Kwai Fong, Central",All reviews ; brunch ; picanha ; lamb ; salad ; fried banana ; chorizo sausage ; unlimited meat ; cold cuts ; skewers ; ribeye ; wings ; tuna ; bread ; all you can eat ; meat lovers ; free flow ; great meat ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d7808139-Reviews-Braza_Churrascaria_Brazilian_Steakhouse-Hong_Kong.html,http://www.diningconcepts.com/restaurants/Brazna?utm_source=tripadvisori&utm_medium=referral
"G/F, 34-38 Stanley Street, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d3749223-Reviews-Yat_Lok_Restaurant-Hong_Kong.html,,,,Yat Lok Restaurant,"Sun
10:00 AM - 5:30 PM
Mon - Sat
10:00 AM - 9:00 PM",+852 2524 3882,,$$ - $$$,,4.0,,997.0,,"G/F, 34-38 Stanley Street",All reviews ; roast goose ; char siew ; rice ; bbq pork ; roasted meats ; duck ; soup ; crispy skin ; stanley street ; delicious roast ; michelin star ; hole in the wall ; michelin guide ; tender meat ; lunch hour ; english menu ; oyster sauce ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d3749223-Reviews-Yat_Lok_Restaurant-Hong_Kong.html,
"No.226 Hennessy Road, Wan Chai | G/F, Po Wah Commercial Centre, Hong Kong, China",,China,Chinese,"Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d6894266-Reviews-Kam_s_Roast_Goose-Hong_Kong.html,22.277782000000002,114.17523999999999,,Kam's Roast Goose,"Sun - Sat
11:30 AM - 9:30 PM",+852 5408 7740,,$$ - $$$,,4.0,,994.0,,"No.226 Hennessy Road, Wan Chai G/F, Po Wah Commercial Centre",All reviews ; roast goose ; char siew ; bbq pork ; rice ; century egg ; duck ; chinese sausage ; roasted meats ; soup ; yung kee ; michelin star ; worth the wait ; long queue ; crispy skin ; queue number ; small restaurant ; during peak hours ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d6894266-Reviews-Kam_s_Roast_Goose-Hong_Kong.html,http://www.krg.com.hk/!0en?utm_source=tripadvisori&utm_medium=referral
"8 Finance Street, Central | Podium 4, Four Seasons Hotel Hong Kong,, Hong Kong, China",,China,"Chinese, Asian","Highchairs Available, Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1062729-Reviews-Lung_King_Heen-Hong_Kong.html,22.286509,114.157104,https://www.fourseasons.com/hongkong/dining/restaurants/lung_king_heen/main/,Lung King Heen,"Sun - Sat
12:00 PM - 2:30 PM
6:30 PM - 10:00 PM",+852 3196 8888,,$$$$,£45 - £151,4.5,,972.0,,"8 Finance Street, Central Podium 4, Four Seasons Hotel Hong Kong,",All reviews ; abalone ; dim sum ; tasting menu ; steamed lobster ; suckling pig ; petit fours ; garoupa ; wagyu beef ; tarts ; soup ; spring rolls ; truffle ; mango ; fries ; four seasons ; three michelin stars ; executive lunch ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1062729-Reviews-Lung_King_Heen-Hong_Kong.html,http://www.fourseasons.com/hongkong/dining/restaurants/lung_king_heen/?utm_source=tripadvisori&utm_medium=referral
"G/F 160-164 Wellington Street, Central, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1527741-Reviews-Lin_Heung_Tea_House-Hong_Kong.html,22.284433,114.153503,,Lin Heung Tea House,"Sun - Sat
6:00 AM - 11:00 PM",+852 2544 4556,,$$ - $$$,£8 - £12,4.0,,939.0,,"G/F 160-164 Wellington Street, Central",All reviews ; traditional dim sum ; siu mai ; sponge cake ; shrimp dumplings ; pork ; cheung fun ; dim sum cart ; push cart ; reading newspapers ; drinking tea ; yum cha ; dim sum experience ; ladies pushing ; chicken feet ; sharing tables ; popular dishes ; local experience ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1527741-Reviews-Lin_Heung_Tea_House-Hong_Kong.html,http://www.hongkongnavi.com/food/15?utm_source=tripadvisori&utm_medium=referral
"88 Jervois Street, Sheung wan, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d2534180-Reviews-Dim_Sum_Square-Hong_Kong.html,,,,Dim Sum Square,"Sun
8:00 AM - 10:00 PM
Mon - Sat
10:00 AM - 10:00 PM",+852 2851 8088,,$,,4.0,,938.0,,"88 Jervois Street, Sheung wan",All reviews ; dim sum ; dumplings ; spring rolls ; shrimp ; turnip cake ; pork ; siew mai ; xiaolongbao ; sticky rice ; cheung fun ; xiao long bao ; cakes ; fries ; sheung wan ; chicken feet ; fast service ; order sheet ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2534180-Reviews-Dim_Sum_Square-Hong_Kong.html,http://dimsumsq_uare.top-cafes.com/?utm_source=tripadvisori&utm_medium=referral
"77 Wellington St., Central, Hong Kong, China",,China,"Chinese, Asian, Soups","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d919498-Reviews-Mak_s_Noodle_Mak_Un_Kee-Hong_Kong.html,,,,Mak's Noodle (Mak Un Kee),,+852 2854 3810,,$,£2 - £8,4.0,,929.0,,"77 Wellington St., Central",All reviews ; wonton noodles ; beef brisket ; won ton ; prawns ; small bowl ; anthony bourdain ; oyster sauce ; wellington street ; excellent noodles ; noodle place ; serving size ; soup base ; quick lunch ; quick service ; small place ; english menu ; stringy ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d919498-Reviews-Mak_s_Noodle_Mak_Un_Kee-Hong_Kong.html,
"7 Tin Lok Lane, Causeway Bay, Wan Chai, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d3171948-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Wan_Chai-Hong_Kong.html,,,,DimDimSum Dim Sum Specialty Store (Wan Chai),"Sun - Sat
10:00 AM - 12:00 AM",+852 2891 7677,,$,£8 - £16,4.0,,919.0,,"7 Tin Lok Lane, Causeway Bay, Wan Chai",All reviews ; dim sum ; stuffed eggplant ; dumplings ; har gow ; radish cake ; pineapple bun ; pork ; cheung fun ; spring rolls ; xiao long bao ; truffle ; seafood ; prawns ; fries ; piggy custard ; english menu ; wan chai ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d3171948-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Wan_Chai-Hong_Kong.html,http://www.dimdimsum.hk/?utm_source=tripadvisori&utm_medium=referral
"G/F., 21 Gough Street, Mid-Level, Central, Hong Kong, China",,China,"Chinese, Asian, Soups","Takeout, Seating",https://www.tripadvisor.com/Restaurant_Review-g294217-d795044-Reviews-Kau_Kee_Restaurant-Hong_Kong.html,22.284269000000002,114.15248100000001,,Kau Kee Restaurant,"Mon - Sat
12:30 PM - 10:30 PM",+852 2815 0123,,$,,4.0,,911.0,,"G/F., 21 Gough Street, Mid-Level, Central",All reviews ; brisket ; curry ; clear soup ; flat noodles ; turnover ; soups ; gough street ; e fu noodles ; long queue ; worth the wait ; special beef ; share table with others ; super tender ; melt in the mouth ; small bowl ; a late lunch ; at lunchtime ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d795044-Reviews-Kau_Kee_Restaurant-Hong_Kong.html,
"47 Bute Street, Mongkok, Hong Kong, China",,China,"Chinese, Cafe, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d799832-Reviews-Kam_Wah_Cafe-Hong_Kong.html,22.322191,114.16973899999999,,Kam Wah Cafe,"Sun - Sat
6:30 AM - 11:00 PM",+852 2392 6830,,$,,4.0,,911.0,,"47 Bute Street, Mongkok",All reviews ; pineapple bun ; french toast ; bao ; instant noodles ; luncheon meat ; pork chop ; macaroni ; tarts ; ham ; fried rice ; milk tea ; polo buns ; bo lo ; bolo bun ; great polo ; cold butter ; english menu ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d799832-Reviews-Kam_Wah_Cafe-Hong_Kong.html,http://www.misopeckish.com/2014/02/13/pineapple-bun-hong-kong?utm_source=tripadvisori&utm_medium=referral
"Shop A, Hong Kong Pacific Centre, 28 Hankow Road, Tsim Sha Tsu, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d786130-Reviews-The_Sweet_Dynasty_Tsim_Sha_Tsui-Hong_Kong.html,,,,The Sweet Dynasty (Tsim Sha Tsui),,+852 2199 7799,,$$ - $$$,£8 - £12,3.5,,910.0,,"Shop A, Hong Kong Pacific Centre, 28 Hankow Road, Tsim Sha Tsu",All reviews ; mango pudding ; noodles ; ordered dim sum ; congee ; hk ; bean ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d786130-Reviews-The_Sweet_Dynasty_Tsim_Sha_Tsui-Hong_Kong.html,
"No.118 Peak Road | Shop G02, G/F, The Peak Galleria, Hong Kong, China",,China,,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d7050211-Reviews-Bread_Street_Kitchen-Hong_Kong.html,22.280579,114.15529599999999,,Bread Street Kitchen,"Sun - Sat
8:00 AM - 10:00 PM",+852 2350 3888,,$$ - $$$,£30 - £60,4.0,,901.0,,"No.118 Peak Road Shop G02, G/F, The Peak Galleria",All reviews ; brunch ; beef wellington ; shepherds pie ; sticky toffee pudding ; tamarind chicken ; fish and chips ; burger ; flat bread ; clotted cream ; tuna ; sunday roast ; short ribs ; wings ; salad ; honey glaze ; potatoes ; risotto ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d7050211-Reviews-Bread_Street_Kitchen-Hong_Kong.html,https://Hwww.gordonramsayrestaurants.com/bread-street-kitchen-and-bar-hong-kong/?utm_source=tripadvisori&utm_medium=referral
"35 Lydhurst Terrace, Central, Hong Kong, China",,China,,Takeout,https://www.tripadvisor.com/Restaurant_Review-g294217-d799899-Reviews-Tai_Cheong_Bakery-Hong_Kong.html,22.282492,114.15380900000001,,Tai Cheong Bakery,"Sun - Sat
7:30 AM - 9:00 PM",+852 2544 3475,,$,£4 - £8,4.0,,900.0,,"35 Lydhurst Terrace, Central",All reviews ; egg tarts ; pie ; cake ; bread ; lyndhurst terrace ; from the oven ; flaky crust ; british governor ; piping hot ; small shop ; long queue ; taste ; eggy ; eggtarts ; hk ; mouth ; branch ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d799899-Reviews-Tai_Cheong_Bakery-Hong_Kong.html,http://www.taoheung.com.hk/tc/hot_promotions/tai_cheong_bakery/indexr.html?utm_source=tripadvisori&utm_medium=referral
"25/F, Prince's Building, 10 Chater Road, Central, Hong Kong, China",,China,Bar,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g294217-d1052864-Reviews-Sevva-Hong_Kong.html,22.281088,114.15940900000001,https://www.sevva.hk,Sevva,"Mon - Wed
12:00 PM - 12:00 AM
Thu - Fri
12:00 PM - 2:00 AM
Sat
11:00 AM - 2:00 AM",+852 2537 1388,,$$$$,£20 - £78,4.0,,899.0,,"25/F, Prince's Building, 10 Chater Road, Central",All reviews ; dosa ; prince's building ; rooftop bar ; tea set ; reserve a table ; victoria harbour ; high tea ; attentive service ; hk ; hsbc ; skyline ; skyscrapers ; floor ; expats ; signature ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1052864-Reviews-Sevva-Hong_Kong.html,http://www.sevva.hk/?utm_source=tripadvisori&utm_medium=referral
"59 Wyndham Street, Central | G/f, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d6739503-Reviews-Ding_Dim_1968-Hong_Kong.html,22.281292,114.15490700000001,http://www.dingdim.com,Ding Dim 1968,"Sun - Thu
11:00 AM - 10:00 PM
Fri - Sat
11:00 AM - 11:00 PM",+852 2326 1968,,$,£5 - £10,4.5,,892.0,,"59 Wyndham Street, Central G/f",All reviews ; dim sum ; dumplings ; siu mai ; spring rolls ; quail egg ; shrimp ; xiao long bao ; truffle ; sticky rice ; xiaolongbao ; cakes ; beef ; fries ; small place ; quick service ; hk ; hong ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d6739503-Reviews-Ding_Dim_1968-Hong_Kong.html,http://www.dingdim.com/?utm_source=tripadvisori&utm_medium=referral
"Shop 4C-D, Tower 1, PL/F., China Hong Kong City, Hong Kong, China",,China,"Italian, Pizza, Mediterranean, European",,https://www.tripadvisor.com/Restaurant_Review-g294217-d10089430-Reviews-Capo-Hong_Kong.html,,,,Capo,,+852 2523 9009,,$$ - $$$,£15 - £35,4.5,,889.0,,"Shop 4C-D, Tower 1, PL/F., China Hong Kong City",All reviews ; burrata ; pizza ; parma ham ; italian beef ; homemade pasta ; bolognese ; tiramisu ; cold cuts ; salad ; bread ; royal pacific hotel ; imported from italy ; authentic italian restaurant ; friendly atmosphere ; fresh ingredients ; in tsim sha tsui ; small restaurant ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d10089430-Reviews-Capo-Hong_Kong.html,http://www.combocapo.com/?utm_source=tripadvisori&utm_medium=referral
"Level 2, Hotel ICON, 17 Science Museum Road, Tsim Sha Tsui East | Tsim Sha Tsui East, Kowloon,, Hong Kong, China",,China,"Seafood, International, Street Food","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Buffet, Free Wifi",https://www.tripadvisor.com/Restaurant_Review-g294217-d2514791-Reviews-The_Market-Hong_Kong.html,,,,The Market,"Sun - Sat
6:30 AM - 10:30 AM
6:30 PM - 10:00 PM
Mon - Fri
12:00 PM - 2:30 PM
Sat - Sun
11:45 AM - 2:30 PM",+852 3400 1388,,$$ - $$$,,4.5,,879.0,,"Level 2, Hotel ICON, 17 Science Museum Road, Tsim Sha Tsui East Tsim Sha Tsui East, Kowloon,",All reviews ; seafood ; crab legs ; durian dessert ; lamb chops ; cakes ; foie gras ; curries ; salad ; ice cream ; dim sum ; clams ; bread ; fries ; hotel icon ; dinner buffet ; amazing buffet ; all you can eat ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2514791-Reviews-The_Market-Hong_Kong.html,http://www.hotel-icon.com/dining/the-market?utm_source=tripadvisori&utm_medium=business-advantage&utm_campaign=listing
"G/F-1/F, 17-19 Pak Hoi St., Yau Ma Te, Hong Kong, China",,China,"Fast Food, Asian, Chinese",,https://www.tripadvisor.com/Restaurant_Review-g294217-d1755975-Reviews-Tsui_Wah_Restaurant_Pak_Hoi_Street_Shop-Hong_Kong.html,,,,Tsui Wah Restaurant (Pak Hoi Street Shop),,+852 2780 8328,,$$ - $$$,,3.5,,876.0,,"G/F-1/F, 17-19 Pak Hoi St., Yau Ma Te",All reviews ; noodles ; chicken pie ; ham ; bread ; milk tea ; nathan hotel ; chain restaurant ; crispy bun ; fast service ; decent food ; quick meal ; nathan road ; chinese food ; hk ; msg ; yummy ; lemon ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1755975-Reviews-Tsui_Wah_Restaurant_Pak_Hoi_Street_Shop-Hong_Kong.html,http://www.tsuiwahrestaurant.com/?utm_source=tripadvisori&utm_medium=referral
"6F, Four Seasons Hotel, Central | Four Seasons Hotel Hong Kong, Hong Kong, China",,China,"French, European","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d912108-Reviews-Caprice_Central-Hong_Kong.html,,,https://www.fourseasons.com/hongkong/dining/restaurants/caprice/main/,Caprice (Central),"Sun - Sat
12:00 PM - 2:30 PM
6:30 PM - 10:30 PM",+852 3196 8860,,$$$$,,4.5,,876.0,,"6F, Four Seasons Hotel, Central Four Seasons Hotel Hong Kong",All reviews ; cheese board ; french cheese ; petit fours ; amuse bouche ; foie gras ; turbot ; bread ; tasting menu ; lobster ; sorbet ; lamb ; ice cream ; soup ; four seasons hotel ; cheese cellar ; french cuisine ; new chef ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d912108-Reviews-Caprice_Central-Hong_Kong.html,http://www.fourseasons.com/hongkong/dining/restaurants/caprice/?utm_source=tripadvisori&utm_medium=referral
"Shop 3328, Level 3, Gateway Arcade, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d816324-Reviews-Crystal_Jade_La_Mian_Xiao_Long_Bao_Gateway_Arcade-Hong_Kong.html,22.296654,114.168213,,Crystal Jade La Mian Xiao Long Bao (Gateway Arcade),"Sun - Sat
10:00 AM - 11:00 PM",+852 2622 2699,,$$ - $$$,,4.0,,829.0,,"Shop 3328, Level 3, Gateway Arcade, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon",All reviews ; xiao long bao ; la mian ; dumplings ; soup ; drunken chicken ; dim sum ; rice ; beef ; harbour city ; worth the wait ; shanghai food ; ocean terminal ; fast service ; quick bite ; chinese tea ; wait for a table ; quality food ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d816324-Reviews-Crystal_Jade_La_Mian_Xiao_Long_Bao_Gateway_Arcade-Hong_Kong.html,http://www.crystaljade.com.hk/?utm_source=tripadvisori&utm_medium=referral
"4th Floor, The Sheraton Hotel & Towers, No.20 Nathan Road, Tsim Sha Tsui | 20 Nathan Road, Kowloon, Hong Kong, China",,China,"American, Steakhouse","Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d844402-Reviews-Morton_s_The_Steakhouse-Hong_Kong.html,22.294626,114.17291999999999,,Morton's - The Steakhouse,"Sun
5:00 PM - 10:00 PM
Mon - Sat
5:00 PM - 11:00 PM",+852 2732 2343,,$$$$,£79 - £158,4.5,,826.0,,"4th Floor, The Sheraton Hotel & Towers, No.20 Nathan Road, Tsim Sha Tsui 20 Nathan Road, Kowloon",All reviews ; steak ; onion bread ; crab cakes ; creamed spinach ; prime rib ; lobster tail ; seafood platter ; chicken ; sheraton hotel ; side dishes ; cooked to perfection ; mouth watering ; victoria harbour ; food quality ; hk ; medium ; oz ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d844402-Reviews-Morton_s_The_Steakhouse-Hong_Kong.html,http://www.mortons.com/hongkong/?utm_source=tripadvisori&utm_medium=referral
"Level 28, Hotel ICON, 17 Science Museum Road, Tsim Sha Tsui East, Hong Kong, China",,China,"Chinese, Asian","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d2390123-Reviews-Above_and_Beyond-Hong_Kong.html,,,https://www.hotel-icon.com/public/dine/files/above-and-beyond-a-la-carte-menu-20170830_1.pdf,Above and Beyond,"Sun - Sat
11:00 AM - 2:30 PM
6:00 PM - 10:30 PM",+852 3400 1318,,$$$$,,4.5,,816.0,,"Level 28, Hotel ICON, 17 Science Museum Road, Tsim Sha Tsui East",All reviews ; peking duck ; dim sum ; crispy chicken ; hot and sour soup ; tasting menu ; abalone ; prawns ; pancakes ; hotel icon ; top floor ; chinese food ; window table ; hk harbour ; set menu ; assistant manager ; night view ; food and wine ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2390123-Reviews-Above_and_Beyond-Hong_Kong.html,http://www.hotel-icon.com/dining/above-beyond?utm_source=tripadvisori&utm_medium=business-advantage&utm_campaign=listing
"15 Queen's Road Central, Hong Kong, China",,China,"French, European","Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d809453-Reviews-L_Atelier_de_Joel_Robuchon-Hong_Kong.html,,,,L'Atelier de Joel Robuchon,,+852 2166 9000,,$$$$,,4.5,,805.0,,15 Queen's Road Central,All reviews ; bread basket ; foie gras ; amuse bouche ; degustation menu ; mashed potatoes ; lobster ; king crab ; wagyu beef ; soup ; souffle ; langoustines ; mango ; cakes ; discovery menu ; bar seating ; open kitchen ; french restaurant in hong kong ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d809453-Reviews-L_Atelier_de_Joel_Robuchon-Hong_Kong.html,http://www.robuchon.hk/?utm_source=tripadvisori&utm_medium=referral
"30/F, No. 239 Hennessy Road | Wan Chai, Hong Kong Wan Chai, China",,China,"Italian, European","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d7289468-Reviews-Pirata-Hong_Kong.html,22.278019,114.176353,,Pirata,"Sun - Thu
6:30 PM - 10:30 PM
Sun - Sat
12:00 PM - 2:30 PM
Fri - Sat
6:30 PM - 11:00 PM",+852 5485 5329,Wan Chai,$$ - $$$,£15 - £40,4.5,,787.0,,"30/F, No. 239 Hennessy Road Wan Chai",All reviews ; brunch ; meatballs ; butcher's cut ; vitello tonnato ; semifreddo ; flank steak ; cold cuts ; parma ham ; antipasti ; sea bass ; tasting menu ; bread ; truffle ; salad ; suckling pig ; italian food ; restaurant week ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d7289468-Reviews-Pirata-Hong_Kong.html,http://www.pirata.hk/?utm_source=tripadvisori&utm_medium=referral
"112 Tung Choi Street, Hong Kong 000000, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d3309467-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Mong_Kok-Hong_Kong.html,22.320234,114.170372,,DimDimSum Dim Sum Specialty Store (Mong Kok),"Sun - Sat
11:00 AM - 2:00 AM",+852 2309 2300,000000,$,£8 - £16,4.0,,783.0,,112 Tung Choi Street,All reviews ; dim sum ; custard buns ; shrimp ; siew mai ; chee cheong fun ; siomai ; pineapple ; pork dumplings ; porridge ; chilli ; fries ; seafood ; soup ; english menu ; ladies market ; order form ; order sheet ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d3309467-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Mong_Kok-Hong_Kong.html,http://www.dimdimsum.hk/?utm_source=tripadvisori&utm_medium=referral
"121 Peak Road, The Peak, Hong Kong, China",,China,"European, International","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g294217-d788642-Reviews-The_Peak_Lookout-Hong_Kong.html,22.271067000000002,114.14938400000001,https://www.epicurean.com.hk/wp-content/uploads/2019/07/TPL_ALC_Wine_Menu_Jun2019.pdf,The Peak Lookout,"Mon - Fri
11:30 AM - 10:30 PM
Sat - Sun
8:30 AM - 10:30 PM",+852 2849 1000,,$$ - $$$,£4 - £59,3.5,,782.0,,"121 Peak Road, The Peak",All reviews ; tandoori chicken ; naan ; seafood ; steak ; sit outside ; outdoor seating ; hong kong island ; lunch or dinner ; tram ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d788642-Reviews-The_Peak_Lookout-Hong_Kong.html,http://www.peaklookout.com.hk/?utm_source=tripadvisori&utm_medium=referral
"LG/F LKF Tower, 55 D'Aguilar Street, Lan Kwai Fong | Central, Hong Kong 00000, China",,China,"American, Bar",,https://www.tripadvisor.com/Restaurant_Review-g294217-d1320779-Reviews-Hard_Rock_Cafe_Hong_Kong-Hong_Kong.html,22.280554000000002,114.155281,https://www.hardrockcafe.com/location/hong-kong-lkf/files/5329/HK_ALC.pdf,Hard Rock Cafe Hong Kong,"Sun - Thu
11:00 AM - 2:00 AM
Fri - Sat
11:00 AM - 3:00 AM",+852 2111 3777,00000,$$ - $$$,£10 - £39,4.0,,774.0,,"LG/F LKF Tower, 55 D'Aguilar Street, Lan Kwai Fong Central",All reviews ; burger ; salad ; lan kwai fong ; standard hard rock ; visit hard rock ; american food ; central station ; victoria peak ; hrc ; lkf ; china ; asia ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1320779-Reviews-Hard_Rock_Cafe_Hong_Kong-Hong_Kong.html,https://Hwww.hardrock.com/cafes/hong-kong-lkf/?utm_source=tripadvisori&utm_medium=referral
